title,ingredients,directions,NER,valid ingredient count,carbon
Crisp Baked Chicken,"['3 lb. chicken, cut up', '1/2 tsp. salt', 'instant garlic powder to taste', 'pepper and paprika to taste']","['Place chicken pieces, skin side up, in shallow baking dish. Sprinkle with salt, garlic powder, pepper and paprika.', 'Bake at 375° for 1 hour or until golden brown.', 'Yields 6 servings. Contains 175 calories per serving.']","['garlic', 'chicken', 'pepper', 'salt']",4,0
Ma Ma'S Peanut Butter Fudge,"['milk', 'sugar', 'vanilla', 'butter', 'pinch of salt', 'peanut butter']","['Use half as much milk as sugar (or twice as much sugar as milk).', 'Cook to soft ball stage.', 'Put in hunk of butter, some vanilla, pinch of salt and a gob of peanut butter.', 'Stir well and put into buttered dish.', 'Cool and cut into squares.']","['sugar', 'vanilla', 'peanut butter', 'milk', 'butter', 'salt']",6,0
Miracle Cookies,"['1 c. peanut butter', '1 c. sugar', '1 beaten egg', '1 tsp. vanilla']","['Mix all ingredients.', 'Make 3/4-inch balls and flatten with a floured fork.', 'Bake at 350° on an ungreased cookie sheet for 10 minutes.', 'Cool completely before removing.', 'Makes 4 dozen.']","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Chicken Salad,"['2 c. cooked, cubed chicken', '1 c. chopped celery', '1/2 tsp. salt', 'mayonnaise']","['Mix all ingredients.', 'Add enough mayonnaise to mix up well.']","['celery', 'mayonnaise', 'chicken', 'salt']",4,0
Canned Tomatoes,"['tomatoes', '1 tsp. salt', '1 tsp. sugar']","['Peel tomatoes, then cut into pieces.', 'Cook for 30 minutes. Put into jars and add salt and sugar.', 'Use quart size jars and seal with lids.']","['sugar', 'tomatoes', 'salt']",3,0
Birds' Nests,"['1 egg', '1 slice bread', 'butter', 'salt and pepper']","['Place bread on cutting board.', 'Cut a hole out of the center of the bread, using a small drinking glass.', 'Gently remove the bread from the opening of the glass so as not to tear the bread.', 'Melt butter in skillet and put the slice of bread in the butter.', 'Break the egg gently into the hole of the bread.', 'Toast the middle of the bread in the skillet beside the piece of bread.', 'Add salt and pepper to the egg.', 'Gently turn when the egg white is set and cook until desired doneness.', ""Serve the toasted middle of the bread on the side of the Bird's Nest.""]","['bread', 'egg', 'butter', 'salt']",4,0
Orange-Pineapple Slush,"['1 c. orange juice', '1/2 c. pineapple juice', '1 tsp. honey']","['Combine all ingredients, stirring well to blend.', 'Pour mixture into a freezer tray or an 8-inch square baking pan and freeze until almost firm.']","['honey', 'pineapple juice', 'orange juice']",3,0
Mackerel Patties,"['1 pound can of mackerel', '1/4 box of saltine crackers, crumbled', '1 egg']","['Drain juice from mackerel into a bowl.', 'Debone mackerel under slow running water and drain. Break up mackerel into bowl of juice, add the egg and crackers, mix well. Shape into eight patties. Cook in a well buttered skillet and top with a pat of butter on uncooked side. Brown on both sides.']","['mackerel', 'crackers', 'egg']",3,0
Peanut Butter Rite Sandwich,"['2 tsp. peanut butter', '4 Ritz crackers', '2 pieces bread']","['On one piece of bread, put the peanut butter.', 'Split the Ritz in half and spread on the bread.', 'Put it together and enjoy.']","['crackers', 'bread', 'peanut butter']",3,0
Grilled Cheese,"['4 slices bread', '2 slices Kraft cheese', 'squeeze butter']",['You will need a sandwich machine.'],"['bread', 'cheese', 'butter']",3,0
Mackerel,"['1 can mackerel', '8 saltine crackers, crushed', '1 egg', '1/4 c. milk']","['Mix all ingredients in a bowl.', 'Make out into patties and fry in hot oil until brown.']","['mackerel', 'crackers', 'egg', 'milk']",4,0
Bacon Wrapped Crackers,"['sliced bacon', 'Club crackers']","['Heat oven to 400°.', 'Wrap raw bacon slices around Club crackers.', 'Bake in broiler pan for 10 to 15 minutes.']","['crackers', 'bacon']",2,0
Baked Chicken,"['1 good size chicken, cut up', '1 large can crushed tomatoes', '1/2 c. chopped onion and green pepper', 'salt, pepper and garlic powder to taste']","['Spread chicken in one layer in baking dish.', 'Pur crushed tomatoes over chicken.', 'Next, put chopped onion, green pepper and seasoning on chicken.', 'Bake uncovered for 1 1/2 hours at 350°.']","['onion', 'chicken', 'tomatoes', 'salt']",4,0
Tomato Pudding To Eat With Beans,"['1 pt. canned tomatoes', '3 slices bread, crumbled', '1/2 c. sugar', '5 small slices butter']","['Cook', 'in', 'small pan in microwave on High for 8 minutes, stirring in between, until bubbly through.']","['bread', 'sugar', 'tomatoes', 'butter']",4,0
Easy Caramel Frosting,"['2 c. sugar', '1 stick margarine', '1 c. milk', '1/2 tsp. vanilla']","['In a large skillet, combine margarine and sugar.', 'Place over medium', 'heat', 'and', 'cook, stirring constantly, until sugar melts and', 'syrup', 'is', 'light', 'golden brown.', 'Add milk, stirring constantly.', '(The', 'mixture', 'will', 'tend', 'to', 'lump,', 'but becomes smooth with further cooking.) Cook over medium heat, stirring, until a small', 'amount', 'dropped into a small bowl of cold water forms a', 'soft', 'ball.', 'Remove from heat.', 'Add vanilla.', 'Beat to almost', 'spreading consistency.', 'Spread on your favorite chocolate or yellow cake which has been cooled.']","['margarine', 'sugar', 'vanilla', 'milk']",4,0
Sheet Cake,['1 box Betty Crocker German chocolate SuperMoist cake mix'],"['Use a 9 x 15 jelly roll pan. Prepare cake mix, following directions on box.']",['chocolate'],1,0
Strawberry Pineapple Punch,"['2 pkg. strawberry Kool-Aid', '2 c. sugar', '1 qt. can unsweetened pineapple juice']",['Mix Kool-Aid and sugar in a gallon container and add pineapple juice and water to fill the container.'],"['strawberry', 'pineapple juice', 'sugar']",3,0
Honey-Avocado Butter,"['1 medium to large soft avocado, peeled, seeded and mashed', '1/3 c. mild flavored honey']","['Blend or whip avocado and honey.', 'Cover mixture with plastic wrap placed directly on surface of the spread.', 'Refrigerate until well chilled.', 'Delicious on hot cornmeal muffins or English muffins.']","['honey', 'avocado']",2,0
Peanut Butter Balls,"['1 1/2 c. oatmeal', '1 c. butter', '3 c. peanut butter', '1/4 c. milk']","['Mix thoroughly until the butter and milk are gone.', 'Then roll into little balls.', 'Put in the refrigerator for 30 minutes.']","['oatmeal', 'peanut butter', 'butter', 'milk']",4,0
Pumpkin Soup,"['2 c. cooked pumpkin, drained', '2 qt. milk', '6 tsp. sugar', '3 Tbsp. butter', '1/8 tsp. pepper', '1/4 tsp. salt']","['Saute', 'pumpkin and sugar in butter over medium heat for 15 minutes.', 'Add', 'milk,', 'salt\tand', 'pepper.', 'Bring to a boil. Serve with toast on crackers.', 'Yields 6 servings.']","['sugar', 'pepper', 'pumpkin', 'milk', 'butter', 'salt']",6,0
Cheese Toast,"['bread', 'cheese']","['Get a piece of bread.', 'Put cheese on top.', 'Put it in the toaster oven until cheese is melted, then eat it.']","['bread', 'cheese']",2,0
Chicken And Dumplings,"['1 chicken', '1 tsp. salt', '1/4 tsp. pepper', '1 stalk celery, cut in chunks']","['Select a plump chicken.', 'Dress.', 'Cut in pieces.', 'Place in saucepan.', 'Cover with boiling water.', 'Add celery, salt and pepper. Cover.', 'Simmer slowly until chicken is tender.', 'Prepare dumpling dough.']","['celery', 'chicken', 'pepper', 'salt']",4,0
Pineapple Icing,"['2 c. sugar', '1/2 stick margarine', '1 tsp. vanilla', '1 c. evaporated milk', '1 large drained can crushed pineapple']","['Bring to a rolling boil sugar and milk.', 'Cook 7 minutes.', 'Add margarine, pineapple and vanilla.', 'Pour over yellow cake.']","['sugar', 'vanilla', 'margarine', 'milk', 'pineapple']",5,0
Broccoli And Cauliflower Salad,"['1 head broccoli', '1 head cauliflower', '1 small onion, chopped', '1 cucumber, chopped']",['Mix with Ranch dressing.'],"['cucumber', 'onion', 'broccoli', 'cauliflower']",4,0
Garlic Croutons,"['Whole wheat bread slices', 'Garlic, crushed', 'Olive oil']",['Rub bread slices with garlic and olive oil.'],"['bread', 'garlic', 'olive oil']",3,0
Jim Ingoglia'S Tuna,"['1 can tuna in spring water', 'bread', 'mayonnaise']","['Mix tuna and mayonnaise.', 'Spread on bread.']","['tuna', 'bread', 'mayonnaise']",3,0
Joyce'S Baked Beans,"['1 large can Showboat pork and beans', '1 c. chopped onion', '1 c. sugar', 'sliced bacon']","['Put pork and beans in pan.', 'Put in sugar and onions; stir well.', 'Then put sliced bacon on top of the beans and bake in a preheated oven at 350° or 400° for 30 minutes to 1 hour.']","['pork', 'bacon', 'sugar', 'onion']",4,0
Brownies,"['nuts', 'sugar']","['You make up at home and for Thanksgiving dinner.', 'Get a brown potato that is white inside.', 'Carve it out and throw away the peelings.', 'Smash it good and put some milk in it.', ""(I think that's how you make it.)""]","['nuts', 'sugar']",2,0
Coleslaw Dressing,"['1 tsp. salt', '1 tsp. pepper', '3 oz. pineapple juice', '3 Tbsp. sugar', '1 1/2 c. mayonnaise']","['Mix all ingredients and refrigerate.', 'Great on cole slaw and tossed salad.']","['sugar', 'pepper', 'pineapple juice', 'mayonnaise', 'salt']",5,0
Hot Milk Cake,"['1 c. milk', '1/4 lb. butter']",['Boil milk and butter.'],"['butter', 'milk']",2,0
Avocado Magnificent,"['1 avocado, cubed', '1 tomato, diced', '1 lime', 'Garlic salt']","['Place cubed avocado and diced tomato in a bowl.', 'Squeeze lime juice over mixture.', 'Lightly salt with 2 dashes of garlic salt. Blend well.', 'Serve with garlic pita chips.', 'Serves 2.']","['lime', 'tomato', 'garlic', 'avocado']",4,0
Earthquake Cake,"['1 c. coconut', '1 c. chopped nuts']","['Sprinkle evenly in greased pan, 9 x 13-inch.']","['nuts', 'coconut']",2,0
Grilled Shrimp A La Waco,"['1 lb. large shrimp, peeled', 'thin sliced bacon', 'jalapeno pepper slices']","['Cut bacon strips in half and wrapped peeled raw shrimp. Secure bacon with toothpicks.', 'Place on grill for 15 to 20 minutes.', 'Wrap jalapeno peppers with the shrimp to add some ""spice.""']","['shrimp', 'bacon', 'pepper']",3,0
Peanut Butter Oatmeal Candy,"['2 c. sugar', '1 stick margarine', '3/4 c. evaporated milk', '1 tsp. vanilla', '1 c. peanut butter', '3 c. uncooked oatmeal']","['Bring sugar, margarine and milk to a boil over medium heat. When it starts to boil, cook for 4 minutes stirring constantly. Remove from heat and add peanut butter, vanilla and oats.', 'Drop by spoonfuls onto waxed pepper.', 'Let cool.']","['sugar', 'vanilla', 'peanut butter', 'margarine', 'milk', 'oatmeal']",6,0
Orange Rice,"['1 1/3 c. orange juice', '1/2 tsp. salt', '1 1/3 c. Minute rice']","['Combine orange juice and salt in skillet, bring quickly to a boil.', 'Stir in rice.', 'Cover and remove from heat.', 'Let stand 5 minutes.']","['rice', 'orange juice', 'salt']",3,0
Salmon Loaf,"['1 can salmon', '1 egg', '1/4 c. milk', 'crackers']","['Beat egg; add milk, salmon and crackers until you can make a loaf.', 'Bake at 350° for 45 minutes.']","['salmon', 'egg', 'crackers', 'milk']",4,0
Turkey And Homemade Dressing,['thawed turkey'],['Thaw in refrigerator per directions/pound.'],['turkey'],1,0
Grilled Cheese Sandwiches,"['1/4 stick butter', '2 slices bread', '1 slice cheese']","['Heat butter in skillet.', 'Put cheese in between bread.', 'Put in pan.', 'Cook until nice and brown.', 'Then eat it.']","['bread', 'cheese', 'butter']",3,0
Fast And Easy Peanut Butter Cookies,"['1 c. peanut butter', '1 c. sugar', '1 tsp. vanilla', '1 egg']","['Combine all ingredients.', 'Bake at 350° for 10 to 12 minutes. Makes 12 to 16 cookies.']","['vanilla', 'egg', 'peanut butter', 'sugar']",4,0
Zucchini Stir-Fry,"['2 c. sliced zucchini', '1 small onion, chopped fine', '2 Tbsp. butter']","['Wash and slice thin 2 cups zucchini.', 'Chop 1 small onion fine. Melt butter in skillet on medium heat.', 'Add vegetables and stir-fry until tender.']","['butter', 'onion', 'zucchini']",3,0
Smoked Shrimp,"['3 lb. uncooked shrimp, shelled and deveined', 'garlic powder', 'margarine']","['Melt margarine and pour into pan.', 'Place shrimp in margarine. Sprinkle with garlic powder.', 'Place on smoker for 1 hour.', 'Serves 5 or 6.']","['shrimp', 'garlic', 'margarine']",3,0
Flourless Peanut Butter Cookies,"['1 egg, beaten', '1 c sugar', '1 c creamy peanut butter']","['In a large bowl, mix all ingredients. Roll level tbsp into balls. Place on an ungreased cookie sheet. Flatten with a fork. bake at 350° for 10-12 min. makes about 2 dozen.']","['egg', 'sugar', 'peanut butter']",3,0
Can'T Believe It'S A Cookie,"['1 c. sugar', '1 egg', '1 c. peanut butter']","['Stir together the 3 ingredients until mixed.', 'Drop by spoonful into greased cookie sheet; flatten with fork.', 'Bake at 350° for 12 to 15 minutes.', 'Wait 5 minutes before you remove from sheet.']","['egg', 'sugar', 'peanut butter']",3,0
1-2-3 Fudge Sauce,"['1 - large can evaporated milk', '2 - C. sugar', '3 - squares sweet chocolate', '1 tsp. vanilla']","['Put all ingredients in a saucepan on low heat, stirring constantly with a wire whist.', 'Bring to a boil and cook for 5 minutes.', 'Remove from heat.', 'Add vanilla and beat until smooth. Great for ice cream!']","['sugar', 'vanilla', 'chocolate', 'milk']",4,0
Chicken Pineapple Spread,"['1/2 c. crushed pineapple', '1 c. chicken, cooked and minced', '4 Tbsp. mayonnaise']","['Drain pineapple and reserve liquid.', 'Combine all ingredients and mix well.', 'Thin mixture to desired consistency with pineapple juice.', 'Spread on crackers or toast squares.']","['mayonnaise', 'chicken', 'pineapple']",3,0
Blender Chocolate Frosting,"['6 oz. unsweetened baking chocolate', '1 1/2 c. sugar', '1 c. evaporated milk', '1 tsp. vanilla', '6 Tbsp. margarine']",['Cut up chocolate in small pieces. Put in blender. Add other ingredients. Cover. Blend on low speed until larger pieces are chopped. Stop and stir with long-handled spoon. Cover and blend on high speed until thick and creamy. Makes 3 cups.'],"['sugar', 'vanilla', 'chocolate', 'margarine', 'milk']",5,0
"Papa Wood'S ""Sugar Popcorn""","['1 1/2 c. milk', '1 c. sugar', '1 tsp. butter', '1 tsp. vanilla']","['Scoop out the seeds from the pumpkin.', 'Wash the seeds.', 'Pat dry on a paper towel.', 'Salt the seeds.', 'Grease a cookie sheet with 1 to 2 tablespoons butter.', 'Spread seeds on cookie sheet.', 'Bake at 400° for 20 minutes or until seeds are golden brown and crispy.']","['vanilla', 'sugar', 'butter', 'milk']",4,0
Brandied Caramel Flan,['3/4 c. sugar'],"['Melt in heavy skillet to form light syrup.', 'Coat 10-inch pie dish (deep) on bottom and partially up sides.']",['sugar'],1,0
Marge T.'S Croutons For Caesar Salad,"['1 loaf French bread', '4 cloves crushed garlic', '1/2 c. olive oil']","['Cut French bread into 1-inch squares.', 'Simmer garlic and oil about 5 minutes.', 'Cool down oil.', 'Place croutons, oil and garlic in Ziploc bag.', 'Shake it, place on tray.', 'Bake at about 300° until golden brown.', 'Then add to Caesar Salad.']","['bread', 'garlic', 'olive oil']",3,0
Rabbit,"['1 rabbit', '1 c. onion', 'salt and pepper']","['Boil rabbit until tender in water with salt and onion.', 'Put in baking container and bake until brown.', 'Sprinkle with pepper.']","['onion', 'rabbit', 'salt']",3,0
I Can'T Believe Its A Cookie,"['1 c. peanut butter', '1 c. sugar', '1 egg']","['Mix ingredients.', 'Roll into balls and place on ungreased cookie sheet.', 'Flatten cookies with a fork.', 'Bake at 350 degrees for 10-12 minutes.']","['egg', 'peanut butter', 'sugar']",3,0
Alberta Toomey'S Zucchini Squash,"['1 small onion', '1 can tomatoes', '2 Tbsp. butter', '2 to 3 zucchini squash', '1 Tbsp. sugar', '1/2 tsp. salt']","['Melt butter in frying pan.', 'Add chopped onion and cook until tender.', 'Slice zucchini thin and add to butter and onions.', 'Cook on low heat until squash starts to get tender.', 'Add tomatoes, salt and sugar.', 'Cook on low heat for 1/2 hour.', 'Then put in a greased baking dish.', 'Top with sharp cheese and bake in oven for 15 minutes.']","['sugar', 'tomatoes', 'onion', 'butter', 'zucchini', 'salt']",6,0
Ono Oven Fried Chicken,"['2 lb. boneless, skinless chicken thighs', '1 1/2 tsp. salt', '1/2 tsp. pepper', '1 1/2 c. mayonnaise', '2 c. cornflakes, crushed']","['Salt and pepper chicken.', 'Roll pieces in mayonnaise, then roll each piece in the crushed cornflakes.', 'Bake for one hour in 325° oven or until done.']","['pepper', 'cornflakes', 'mayonnaise', 'chicken', 'salt']",5,0
Peanut Butter 'N Nana Sandwich,"['2 slices bread', 'peanut butter', 'banana']","['Spread peanut butter on one slice of bread.', 'On ther other one, slice up part of the banana to cover up the bread.', 'Put together and eat.', '""Num Num,"" says Cale and Kayla.']","['bread', 'banana', 'peanut butter']",3,0
